rid,title,english,synonyms,meaning,conjugation,likes,views,createdAt,updatedAt
3415,gofu,golf,,mchezo unaochezwa kwa kuupiga mpira mdogo kwa kingoe mpira wa gofu| mpira unaotumiwa katika mchezo wa gofu,,0,0,2023-02-19 13:59:42.128+00,2023-02-19 13:59:42.128+00
3416,gofu,ruin,,sehemu ya jengo lililobomoka na kutelekezwa,,0,0,2023-02-19 13:59:42.128+00,2023-02-19 13:59:42.128+00
3417,gofua,weaken,kondesha,dhoofisha,"gofuana, gofuka, gofulia, gofuliwa, gofusha",0,0,2023-02-19 13:59:42.128+00,2023-02-19 13:59:42.128+00
3418,goga,startle,,"tokea mahali ghafla; shtua mtu au kitu| kasirisha mtu, udhi mtu","gogea, gogeana, gogeka, gogesha, gogwa",0,0,2023-02-19 13:59:42.128+00,2023-02-19 13:59:42.128+00
3419,gogadima,thorny tree,,aina ya mti wenye miba iliyopinda,,0,0,2023-02-19 13:59:42.128+00,2023-02-19 13:59:42.128+00
3420,gogi,pride,"majivuno, pozi",maringo,,0,0,2023-02-19 13:59:42.128+00,2023-02-19 13:59:42.128+00
3421,gogo,courting dance,,"ngoma inayochezwa aghalabu usiku kati ya vijana wa kike na wa kiume wakisimama katika mistari miwili inayotazamana huku wakiimba na kuitikia nyimbo, wakitumia ala ya makofi tu. Kijana mmoja hutoka upande mmoja na kwenda kumpa chambi kijana wa jinsia tofau",,0,0,2023-02-19 13:59:42.128+00,2023-02-19 13:59:42.128+00
3422,gogo,log,,pande la mti uliokatwa au ulioanguka,,0,0,2023-02-19 13:59:42.128+00,2023-02-19 13:59:42.128+00
3423,gogomoa,rinse mouth,sukutua,tia maji kinywani na kuyasukasuka huku na huku yakiwa ndani ya kinywa ili kuondoa mabaki ya chakula,"gogomolea, gogomoka, gogomosha",0,0,2023-02-19 13:59:42.128+00,2023-02-19 13:59:42.128+00
3424,gogoo,shackles,mkatale,pingu za miti| hali ya mtu kufanya mapenzi na mtalaka wake,,0,0,2023-02-19 13:59:42.128+00,2023-02-19 13:59:42.128+00
3425,gogota,woodpecker,king'ota,aina ya ndege anayedonadona mti kwa mdomo wake kutafuta chakula hasa wadudu: Tulipokuwa msituni tuliwaona gogota wengi,,0,0,2023-02-19 13:59:42.128+00,2023-02-19 13:59:42.128+00
3426,gogota,knock,,pigapiga kitu au mahali,"gogotea, gogoteka, gogoteza, gogotwa",0,0,2023-02-19 13:59:42.128+00,2023-02-19 13:59:42.128+00
3427,gogoteza,stutter,,"sema kwa kusitasita, sema kwa kigugumizi: Gogoteza maneno.| sisitiza jambo","gogotezea, gogotezeka, gogotezesha",0,0,2023-02-19 13:59:42.128+00,2023-02-19 13:59:42.128+00
3428,goigoi,sluggish,,"mtu mtepetevu, mtu mvivu",,0,0,2023-02-19 13:59:42.128+00,2023-02-19 13:59:42.128+00
3429,goigoi,exorcism dance,,ngoma inayochezwa ili kuwazima na kuwaridhisha mashetani,,0,0,2023-02-19 13:59:42.129+00,2023-02-19 13:59:42.129+00
3430,goigoi,weak,,"-lio dhaifu, -lio tepetevu, -sio na nguvu",,0,0,2023-02-19 13:59:42.129+00,2023-02-19 13:59:42.129+00
3431,gojo,hyena,,mnyama anayefanana na fisi ambaye husimuliwa hadithini,,0,0,2023-02-19 13:59:42.129+00,2023-02-19 13:59:42.129+00
3432,goka,rotten coconut,,nazi inayoanza kuoza,,0,0,2023-02-19 13:59:42.129+00,2023-02-19 13:59:42.129+00
3433,goko,shin,muundi,mfupa wa mbele ulio baina ya kifundo cha mguu na goti,,0,0,2023-02-19 13:59:42.129+00,2023-02-19 13:59:42.129+00
3434,gole,water bread,"afyuni, kasumba, majuni","mkate wa maji, chapati ya maji| kibonge cha kileo kama bangi| kohozi| kohozi la nyangumi| umio wa ndege",,0,0,2023-02-19 13:59:42.129+00,2023-02-19 13:59:42.129+00
3435,golegole,cough,balaghamu,kohozi,,0,0,2023-02-19 13:59:42.129+00,2023-02-19 13:59:42.129+00
3436,golegole,-,,,,0,0,2023-02-19 13:59:42.129+00,2023-02-19 13:59:42.129+00
3437,goli,goal,kimia,"bao linaloingizwa wavuni katika mchezo wa mpira wa miguu au mpira wa magongo, au ndani ya pete katika mpira wa pete, au ndani ya kikapu katika mpira wa kikapu| nafasi iliyo kati ya milingoti miwili katika mchezo wa mpira wa miguu au mpira wa magongo; pet",,0,0,2023-02-19 13:59:42.129+00,2023-02-19 13:59:42.129+00
3438,golikipa,goalkeeper,,"mlinda goli kwenye mchezo kwa mfano wa mpira wa miguu, pete au netiboli",,0,0,2023-02-19 13:59:42.234+00,2023-02-19 13:59:42.234+00
3439,gololi,cataract,,utandu mweupe unaosababisha upofu unaopatikana katika mboni ya jicho,,0,0,2023-02-19 13:59:42.234+00,2023-02-19 13:59:42.234+00
3440,gololi,marble,kende,"kitufe cha mviringo cha kigae, marumaru, glasi au chuma ambacho watoto huchezea| kokwa ya pumbu",,0,0,2023-02-19 13:59:42.234+00,2023-02-19 13:59:42.234+00
3441,goma,drum dance,,"ngoma ya kienyeji ya mwambao wa Afrika ya Mashariki ambayo huchezwa na wanaume wakishika bakora na kuvalia kanzu nyeupe, ambayo huchezwa kwa kuzitupa mbele bakora zao na kuzirudisha mabegani",,0,0,2023-02-19 13:59:42.234+00,2023-02-19 13:59:42.234+00
3442,goma,strike,"susa, huni, gahamu, gusu",kataa kufanya shughuli au jambo fulani,"gomea, gomeana, gomeka, gomesha, gomewa",0,0,2023-02-19 13:59:42.234+00,2023-02-19 13:59:42.234+00
3443,goma,fish species,,samaki wa aina ya kikande,,0,0,2023-02-19 13:59:42.234+00,2023-02-19 13:59:42.234+00
3444,gomba,banana leaf sheath,,gome au ganda linalofunika shina la mgomba,,0,0,2023-02-19 13:59:42.234+00,2023-02-19 13:59:42.234+00
3445,gomba,quarrel,"karipia, zozana",kataza| pigizana kelele,"gombea, gombeka, gombana, gombeza, gombwa",0,0,2023-02-19 13:59:42.234+00,2023-02-19 13:59:42.234+00
3446,gombakanzu,seaweed,,aina ya majani yanayomea kwenye fuo za bahari ambayo huliwa na wanyama: Kiboko anayekula gombakanzu hunenepa sana.,,0,0,2023-02-19 13:59:42.234+00,2023-02-19 13:59:42.234+00
3447,gombakofi,plantain leaf,,gomba la mgombakofi lenye sura sawa na jani la magimbi: Mgombakofi huo utapogolewa ili kupunguza magombakofi yake.,,0,0,2023-02-19 13:59:42.234+00,2023-02-19 13:59:42.234+00
3448,gombana,argue,"hamakiana, zozana",toleana maneno kwa ukali na hasira,"gombania, gombanika, gombanisha, gombaniwa",0,0,2023-02-19 13:59:42.234+00,2023-02-19 13:59:42.234+00
3449,gombea,compete,,shindania kitu| ingia katika mashindano ya uchaguzi wa kutaka kuchaguliwa: Salim ana nia ya kugombea ubunge kwenye uchaguzi ujao.| kuwa upande mmoja katika pande mbili zinazoshindania kitu,"gombeana, gombeka, gombelea, gombesha, gombewa",0,0,2023-02-19 13:59:42.234+00,2023-02-19 13:59:42.234+00
3450,gombea,surf sound,,sauti ya mawimbi madogomadogo ufukweni,,0,0,2023-02-19 13:59:42.234+00,2023-02-19 13:59:42.234+00
3451,gombeza,reprimand,fokea,"kataza mtu kufanya kitu kwa maneno makali, kemea mtu","gombezana, gombezea, gombezeka, gombezesha, gombezwa",0,0,2023-02-19 13:59:42.234+00,2023-02-19 13:59:42.234+00
3452,gombo,book page,,ukurasa wa kitabu,,0,0,2023-02-19 13:59:42.234+00,2023-02-19 13:59:42.234+00
3453,gombo,ritual drum,,ngoma ya tambiko inayochezwa na baadhi ya Waswahili wa mwambao wa Afrika Mashariki,,0,0,2023-02-19 13:59:42.234+00,2023-02-19 13:59:42.234+00
3454,gomboa,liberate,komboa,fanya kuwa huru| lipa deni na kuchukua kitu ulichokiweka rahani,"gomboana, gombolea, gomboleka, gombolesha, gombolewa",0,0,2023-02-19 13:59:42.234+00,2023-02-19 13:59:42.234+00
3455,gomboro,poultry disease,,ugonjwa unaowapata na kuua idadi kubwa ya vifaranga wa kuku,,0,0,2023-02-19 13:59:42.234+00,2023-02-19 13:59:42.234+00
3456,gomdra,trapdoor,,mlango unaofungwa na kufunguliwa kwa juu ambao ukifunguka hushukia chini,,0,0,2023-02-19 13:59:42.234+00,2023-02-19 13:59:42.234+00
3457,gome,bark,,ganda la mti| gamba kama la kasa au konokono,,0,0,2023-02-19 13:59:42.234+00,2023-02-19 13:59:42.234+00
3458,gome,money,"hela, fedha",pesa,,0,0,2023-02-19 13:59:42.234+00,2023-02-19 13:59:42.234+00
3459,gona,fish species,,aina ya samaki wa baharini,,0,0,2023-02-19 13:59:42.234+00,2023-02-19 13:59:42.234+00
3460,gona,sleep,,lala usingizi,"gonea, goneka, goneza",0,0,2023-02-19 13:59:42.234+00,2023-02-19 13:59:42.234+00
3461,gonda,lizard,"mjusi islamu, koakoa",aina ya mjusi mkubwa anayeishi kwenye mawe mwenye tabia ya kutikisa kichwa chake kwenda juu chini,,0,0,2023-02-19 13:59:42.234+00,2023-02-19 13:59:42.234+00
3462,gondi,crab claw,gando,jino la kaa,,0,0,2023-02-19 13:59:42.234+00,2023-02-19 13:59:42.234+00
3463,gonea,fail,,"shindwa kumaliza kazi au jambo fulani kwa mfano kuuza bidhaa fulani, shindwa kufaulu kuingia darasa lingine na kadhalika","goneka, gonelea, gonesha",0,0,2023-02-19 13:59:42.234+00,2023-02-19 13:59:42.234+00
3464,gonezi,sleepyhead,,mtu anayesinzia ovyo,,0,0,2023-02-19 13:59:42.234+00,2023-02-19 13:59:42.234+00
3465,gonezi,sleep,,usingizi,,0,0,2023-02-19 13:59:42.234+00,2023-02-19 13:59:42.234+00
3466,gong'oteza,emphasize,,tia msisitizo mkubwa wakati wa kuomba dua,"gong'otezana, gong'otezea, gong'otezeka, gong'otezesha, gong'otezwa",0,0,2023-02-19 13:59:42.235+00,2023-02-19 13:59:42.235+00
3467,gong'otoa,lay eggs,,angua mayai,"gong'otoka, gong'otolea, gong'otosha",0,0,2023-02-19 13:59:42.234+00,2023-02-19 13:59:42.234+00
3468,gonga,drum dance,,"ngoma ya Kipemba inayochezwa juu ya michi mitatu, miwili ikiwa imelazwa chini na mmoja juu ya hiyo miwili iliyolazwa chini huku mchezaji akizungukazunguka juu ya michi hiyo",,0,0,2023-02-19 13:59:42.234+00,2023-02-19 13:59:42.234+00
3469,gonga,knock,buta,"piga kitu kwa kitu kingine kwa nguvu hadi kitoe mlio, kivunjike au kibonyee, kutanisha kitu kimoja na kitu kingine kwa kasi au nguvu kubwa: Gonga gari ukutani.| uza kitu kwa bei kubwa sana","gongana, gongea, gongeka, gongesha, gongwa",0,0,2023-02-19 13:59:42.234+00,2023-02-19 13:59:42.234+00
3470,gongana,collide,,"kutana kwa dhoruba moja, sababisha vitu kukutana kwa dhoruba moja: Magari yamegongana.| fanyika kwa wakati mmoja: Ziara zao ziligongana.","gongania, gonganika, gonganisha",0,0,2023-02-19 13:59:42.234+00,2023-02-19 13:59:42.234+00
3471,gonganisha,collide,,kutanisha vitu kwa nguvu| chonganisha mtu na mtu mwingine ili wagombane,"gonganishia, gonganishika, gonganishana, gonganishwa",0,0,2023-02-19 13:59:42.234+00,2023-02-19 13:59:42.234+00
3472,gongea,pass,,pigia au pasia mtu kitu kwa mfano mpira kwa nguvu| onyesha mtu ishara katika mchezo wa karata,"gongeana, gongeka, gongesha, gongewa",0,0,2023-02-19 13:59:42.234+00,2023-02-19 13:59:42.234+00
3473,gongo,club,,aina ya fimbo kubwa iliyotumika zamani kama ala ya vita na baadhi ya jamii,,0,0,2023-02-19 13:59:42.234+00,2023-02-19 13:59:42.234+00
3474,gongo,local liquor,"piwa, moshi, chang'aa","pombe kali ya kienyeji inayopatikana kwa kukeneka, mvuke unaotoka kwenye mchemsho wa matunda na kadhalika",,0,0,2023-02-19 13:59:42.234+00,2023-02-19 13:59:42.234+00
3475,gongo,patch cloth,,kijisehemu kidogo cha nguo kinachotumiwa kama kitambaa cha kupengea makamasi au kutia nguo kiraka,,0,0,2023-02-19 13:59:42.234+00,2023-02-19 13:59:42.234+00
3476,gongomea,nail,,pigilia kitu mahali: Gongomea msumari mlangoni.,"gongomeka, gongomelea, gongomeza, gongomewa",0,0,2023-02-19 13:59:42.234+00,2023-02-19 13:59:42.234+00
3477,gongomea,cool iron,poza,acha chuma kilicho moto kipoe,"gongomeka, gongomelea, gongomeza, gongomewa",0,0,2023-02-19 13:59:42.234+00,2023-02-19 13:59:42.234+00
3478,goniometa,protractor,kipimapembe,chombo cha kupimia pembe,,0,0,2023-02-19 13:59:42.235+00,2023-02-19 13:59:42.235+00
3479,gonosokola,smooth tree,mtata,mti ulio laini unaotumika zaidi kutengenezea mienge ya moto,,0,0,2023-02-19 13:59:42.235+00,2023-02-19 13:59:42.235+00
3480,gonya,appease spirits,,tuliza mizimu isilete madhara,"gonyea, gonyana, gonyeka, gonyesha, gonywa",0,0,2023-02-19 13:59:42.235+00,2023-02-19 13:59:42.235+00
3481,gooka,vomit sound,,toa sauti nzito kooni wakati wa kutapika au kusikia kichefuchefu,"gookea, gookeka, gookesha",0,0,2023-02-19 13:59:42.234+00,2023-02-19 13:59:42.234+00
3482,gooka,fallen coconut,,nazi iliyoanguka yenyewe kutokana na kuharibika,,0,0,2023-02-19 13:59:42.235+00,2023-02-19 13:59:42.235+00
3483,gora,sides of cloth,doti,pande mbili za kanga au kitenge,,0,0,2023-02-19 13:59:42.235+00,2023-02-19 13:59:42.235+00
3484,goregore,bird species,,ndege anayefanana na dudumizi aliye mkubwa kiasi,,0,0,2023-02-19 13:59:42.235+00,2023-02-19 13:59:42.235+00
3485,gori,rugby,naga,mchezo unaofanana na mpira wa miguu ambao wachezaji huruhusiwa kukamata mpira na kukimbia nao,,0,0,2023-02-19 13:59:42.234+00,2023-02-19 13:59:42.234+00
3486,goromwe,tree lizard,,mjusi aishiye mitini,,0,0,2023-02-19 13:59:42.235+00,2023-02-19 13:59:42.235+00
3487,gorong'ondo,animal leg,,mguu wa mnyama yeyote,,0,0,2023-02-19 13:59:42.235+00,2023-02-19 13:59:42.235+00
3488,gota,reach limit,,"fikia kikomo, fikia kiwango cha juu kabisa| kwama au shindwa kufanya jambo","gotea, goteka, gotesha",0,0,2023-02-19 13:59:42.235+00,2023-02-19 13:59:42.235+00
3489,gota,hit,piga,"gonga kwa kitu kwa mfano konzi, jiwe, chuma au kirungu","gotana, gotea, goteana, goteka, gotesha, gotwa",0,0,2023-02-19 13:59:42.235+00,2023-02-19 13:59:42.235+00
3490,gotama,bend,,pinda kwa miguu kwenye magoti kwa sababu ya ugonjwa| pinda kwa mgongo wa mtu kwa sababu ya uzee,,0,0,2023-02-19 13:59:42.235+00,2023-02-19 13:59:42.235+00
3491,gotea,sleep,,sinzia,"gotelea, goteleka, gotelesha",0,0,2023-02-19 13:59:42.235+00,2023-02-19 13:59:42.235+00
3492,goti,knee,"ondo, futi",kiungo cha mguu kilicho na umbo la duara ndani kinachounganisha paja na muundi,,0,0,2023-02-19 13:59:42.235+00,2023-02-19 13:59:42.235+00
3493,goto,pride,"pozi, mikogo",majivuno,,0,0,2023-02-19 13:59:42.235+00,2023-02-19 13:59:42.235+00
3494,gotoa,summarize,"juvya, arifu","toa muhtasari, fanya kuwa fupi, punguza urefu| maliza kazi, kamilisha shughuli| julisha","gotolea, gotoleka, gotolesha, gotolewa",0,0,2023-02-19 13:59:42.235+00,2023-02-19 13:59:42.235+00
3495,govi,foreskin,zunga,ngozi ya mbele ya mboo isiyotahiriwa| mboo ambayo haijatahiriwa,,0,0,2023-02-19 13:59:42.235+00,2023-02-19 13:59:42.235+00
3496,gowe,light cloud,,wingu lisilokuwa na uzito na lisiloweza kuleta mvua,,0,0,2023-02-19 13:59:42.235+00,2023-02-19 13:59:42.235+00
3497,goya,free,bure,bila ya faida yoyote,,0,0,2023-02-19 13:59:42.235+00,2023-02-19 13:59:42.235+00
3498,goya,boasting,"masihara, mzaha, dhihaka, mbwembwe, maringo",maneno ya utani| majivuno,,0,0,2023-02-19 13:59:42.235+00,2023-02-19 13:59:42.235+00
3499,goya,grab,ngoeka,kamata kitu chochote kwa kingoe ili kukifikia,"goyea, goyeana, goyeka, goyesha",0,0,2023-02-19 13:59:42.235+00,2023-02-19 13:59:42.235+00
3500,gozi,football,"soka, kabumbu, kandanda",mchezo wa mpira wa miguu| mpira wenyewe uliotengenezwa kwa ngozi na unaochezwa katika kandanda,,0,0,2023-02-19 13:59:42.235+00,2023-02-19 13:59:42.235+00
3501,gozo,dry tobacco,,tumbaku kavu inayosokotwa sigara,,0,0,2023-02-19 13:59:42.235+00,2023-02-19 13:59:42.235+00
3502,grafiti,graffiti,,maneno au picha uchwara zilizochorwa ukutani aghalabu sehemu za nje wanakopita watu wengi,,0,0,2023-02-19 13:59:42.235+00,2023-02-19 13:59:42.235+00
3503,gramafoni,gramophone,santuri,chombo cha kuchezea muziki ulionaswa kwenye sahani ya santuri,,0,0,2023-02-19 13:59:42.235+00,2023-02-19 13:59:42.235+00
3504,gramu,gram,,"uzani ulio sawa na miligramu 1,000 au sentigramu 100",,0,0,2023-02-19 13:59:42.235+00,2023-02-19 13:59:42.235+00
3505,greda,grader,,"trekta lenye kijiko mbele cha kuchotea mchanga, kifusi au kokoto",,0,0,2023-02-19 13:59:42.235+00,2023-02-19 13:59:42.235+00
3506,gredi,grade,daraja,kiwango cha ubora wa kitu; : Gredi la chini -> daraja ya chini; : gredi la juu -> daraja ya juu,,0,0,2023-02-19 13:59:42.235+00,2023-02-19 13:59:42.235+00
3507,gridi,grid,,mtandao wa nyaya za kusambazia umeme katika eneo kubwa: Kampuni ya umeme inaboresha gridi ya Taifa.,,0,0,2023-02-19 13:59:42.235+00,2023-02-19 13:59:42.235+00
3508,grife,graphite,,"jiwe laini la rangi ya kijivu, kijani, zambarau au buluu ambalo unga wake hutumiwa kutengenezea vibao vya kuandikia au kalamu",,0,0,2023-02-19 13:59:42.235+00,2023-02-19 13:59:42.235+00
3509,grisi,grease,,mafuta ya mgando yanayotumiwa kulainishia vyuma na mitambo ili itembee kwa urahisi na kupunguza msuguano,,0,0,2023-02-19 13:59:42.235+00,2023-02-19 13:59:42.235+00
3510,gua,peel,bambua,"menya maganda kwenye kitu ili kiwe safi kwa kuliwa kwa mfano embe, limau na kadhalika","gulia, guliana, gulika, gulisha, guliwa",0,0,2023-02-19 13:59:42.235+00,2023-02-19 13:59:42.235+00
3511,guano,guano,,mavi ya ndege au popo ambayo hutumiwa kama mbolea,,0,0,2023-02-19 13:59:42.235+00,2023-02-19 13:59:42.235+00
3512,guatemala,animal feed,,aina ya majani ya kulisha wanyama,,0,0,2023-02-19 13:59:42.235+00,2023-02-19 13:59:42.235+00
3513,gube,deceit,"ulaghai, ujanja",udanganyifu,,0,0,2023-02-19 13:59:42.235+00,2023-02-19 13:59:42.235+00
3514,guberi,philanderer,"malaya, asherati, mjanja",mtu anayependa uzinzi| mtu anayefanya visa vya kijanja,,0,0,2023-02-19 13:59:42.235+00,2023-02-19 13:59:42.235+00
3515,guberi,corrupt,mharibifu,fisadi : Kijana huyu amekuwa guberi kwelikweli.,,0,0,2023-02-19 13:59:42.235+00,2023-02-19 13:59:42.235+00
3516,guberi,colonizer,,mkoloni,,0,0,2023-02-19 13:59:42.235+00,2023-02-19 13:59:42.235+00
3517,gubeti,stern,,sehemu ya nyuma ya jahazi au mashua,,0,0,2023-02-19 13:59:42.235+00,2023-02-19 13:59:42.235+00
3518,gubi,coconut leaflet,,kikonyo cha jani la mnazi,,0,0,2023-02-19 13:59:42.235+00,2023-02-19 13:59:42.235+00
3519,gubia,spill,"kukumia, gugumia",meza kimiminika kama vile maji kwa mfululizo,,0,0,2023-02-19 13:59:42.235+00,2023-02-19 13:59:42.235+00
3520,gubigubi,from head to toe,,toka kichwani hadi miguuni: Mwanamke amevaa baibui lililomfunika gubigubi.,,0,0,2023-02-19 13:59:42.235+00,2023-02-19 13:59:42.235+00
3521,gubika,cover completely,funikiza,funika kabisa sehemu zote za kitu,"gubikana, gubikia, gubikika, gubikiza",0,0,2023-02-19 13:59:42.235+00,2023-02-19 13:59:42.235+00
3522,gubiko,gift to chief,hongo,"zawadi aliyokuwa anapewa chifu, mangi au mtemi kwa kuwaruhusu wasafiri kupumzika katika himaya yake",,0,0,2023-02-19 13:59:42.235+00,2023-02-19 13:59:42.235+00
3523,gubiko,cover,"kifuniko, mfuniko","kifaa cha kusetiri kitu| hali ya kufunika kabisa sehemu zote, hali ya kuficha kabisa jambo fulani| jambo la siri",,0,0,2023-02-19 13:59:42.235+00,2023-02-19 13:59:42.235+00
3524,gubiti,hard candy,,sukari iliyochemshwa ikasongwa mpaka ikawa ngumu| kipande kirefu cha sukari iliyochemshwa ikasongwa mpaka ikawa ngumu,,0,0,2023-02-19 13:59:42.235+00,2023-02-19 13:59:42.235+00
3525,gubiti,turtle leg,,"mguu wa mnyama wa jamii ya kobe, kasa na kadhalika",,0,0,2023-02-19 13:59:42.235+00,2023-02-19 13:59:42.235+00
3526,gubu,annoyance,,"hali ya kuwapo maudhi kila wakati, hali ya kutokuwapo utulivu| hali ya mtu kusemasema maneno ya maudhi kila mara: Nyumba ile haiishi gubu.",,0,0,2023-02-19 13:59:42.235+00,2023-02-19 13:59:42.235+00
3527,gubua,uncover,"funua, fichua",ondoa kitu kilichofunika kitu kingine| toa siri,"gubulia, gubuliana, gubulika, gubuliwa",0,0,2023-02-19 13:59:42.235+00,2023-02-19 13:59:42.235+00
3528,guchia,walk slowly,pecha,tembea kwa mchechemeo,"guchilia, guchilika, guchilisha",0,0,2023-02-19 13:59:42.235+00,2023-02-19 13:59:42.235+00
3529,guda,rattle,,kutingishika na kutoa sauti kwa kitu kilichomo ndani ya kingine kwa mfano nazi iliyokauka na kuwa mbata,"gudia, gudika, gudisha",0,0,2023-02-19 13:59:42.235+00,2023-02-19 13:59:42.235+00
3530,guda,dock,gati,mahali ambapo vyombo vya baharini huegeshwa,,0,0,2023-02-19 13:59:42.235+00,2023-02-19 13:59:42.235+00
3531,gude,bird species,"shundi, dudumizi",ndege wa jamii ya kipwe ambaye midomo yake haikupinda na mabawa yake yamefungana nchani na kuinuka juu ya mkia,,0,0,2023-02-19 13:59:42.235+00,2023-02-19 13:59:42.235+00
3532,gude,awl,msharasi,chombo cha seremala ambacho kina ncha na kinachotumika kutobolea mbao,,0,0,2023-02-19 13:59:42.235+00,2023-02-19 13:59:42.235+00
3533,gudi,shipway,,"jahabu, mahali pa kupandishia chombo cha baharini",,0,0,2023-02-19 13:59:42.235+00,2023-02-19 13:59:42.235+00
3534,gudulia,small water pot,kasiki,mtungi mdogo wa udongo au shaba wenye shingo ndefu unaotumiwa kuwekea maji,,0,0,2023-02-19 13:59:42.235+00,2023-02-19 13:59:42.235+00
3535,gugu,weed,kwekwe,mmea unaomea katika nchi kavu au msituni unaofanana na matete| majani yasiyohitajika kwenye shamba,,0,0,2023-02-19 13:59:42.235+00,2023-02-19 13:59:42.235+00
3536,gugumia,gulp,"dudumia,",meza kitu kwa pupa kwa mfano maji kutoka kwenye glasi au chupa| sema kwa kigugumizi; sema kwa kusitasita,"gugumika, gugumilia, gugumiwa, gugumiza",0,0,2023-02-19 13:59:42.235+00,2023-02-19 13:59:42.235+00
3537,gugumo,body odor,kikwapa,harufu mbaya ya jasho hasa la binadamu,,0,0,2023-02-19 13:59:42.235+00,2023-02-19 13:59:42.235+00
3538,gugumu,palm wine odor,,harufu ya wagemaji tembo au wapanda minazi,,0,0,2023-02-19 13:59:42.328+00,2023-02-19 13:59:42.328+00
3539,gugumua,reed,masinde,"aina ya majani marefu yanayoota kandokando ya mto, ziwa au sehemu tepetepe ambayo hutumika kujengea, kusukia mikeka au kutengenezea mishale",,0,0,2023-02-19 13:59:42.328+00,2023-02-19 13:59:42.328+00
3540,guguna,gnaw,gwengwenya,tafunatafuna kwa meno ya mbele,"gugunia, gugunika, gugunisha, guguniwa, gugunwa",0,0,2023-02-19 13:59:42.328+00,2023-02-19 13:59:42.328+00
3541,gugurusha,roll,"buruta, kokota,  chakarisha",burura| zungusha jiwe la kusagia nafaka| shtua kwa kutikisa au kwa kuliza kitu,"gugurushana, gugurushia, gugurushika, gugurushwa",0,0,2023-02-19 13:59:42.328+00,2023-02-19 13:59:42.328+00
3542,guguta,empty corn cob,"gunzi, bunzi",gunzi tupu la mhindi,,0,0,2023-02-19 13:59:42.328+00,2023-02-19 13:59:42.328+00
3543,gulabi,guava,,aina ya tunda lenye nyama tamu ambalo lina mbegu ndani,,0,0,2023-02-19 13:59:42.328+00,2023-02-19 13:59:42.328+00
3544,gulagula,fool,"juha, bwege, fala, bozi, jura",mtu mpumbavu,,0,0,2023-02-19 13:59:42.328+00,2023-02-19 13:59:42.328+00
3545,gulamu,jack,"jeki, mvulana",mzungu wa tatu wa karata| kifaa cha kuinulia vitu vizito| kijana mwanamume,,0,0,2023-02-19 13:59:42.328+00,2023-02-19 13:59:42.328+00
3546,gulegule,dolphin,,samaki anayefanana na pomboo,,0,0,2023-02-19 13:59:42.328+00,2023-02-19 13:59:42.328+00
3547,gulio,market,chete,soko la kila wiki au kila mwezi ambalo aghalabu huwa nje,,0,0,2023-02-19 13:59:42.328+00,2023-02-19 13:59:42.328+00
3548,guma,roar,nguruma,toa sauti kubwa kama simba; toa sauti nzito ya ndanindani,,0,0,2023-02-19 13:59:42.328+00,2023-02-19 13:59:42.328+00
3549,gumba,thumb,,kidole kikubwa cha mwisho cha mguu au cha mkono: Amejikata kidole gumba kwa jembe.,,0,0,2023-02-19 13:59:42.328+00,2023-02-19 13:59:42.328+00
3550,gumba,famine,,uhaba wa chakula unaotokana na ukame wa muda mrefu unaosababisha vifo vya watu na hata wanyama,,0,0,2023-02-19 13:59:42.328+00,2023-02-19 13:59:42.328+00
3551,gumbizi,dizziness,kisulisuli,kizunguzungu,,0,0,2023-02-19 13:59:42.328+00,2023-02-19 13:59:42.328+00
3552,gumbu,calabash,,kibuyu cha mtango mwitu| zeze lililotengenezwa kwa kibuyu,,0,0,2023-02-19 13:59:42.328+00,2023-02-19 13:59:42.328+00
3553,gumea,bellows operator,,mfukizaji wa kilingeni wakati wa pungwa,,0,0,2023-02-19 13:59:42.328+00,2023-02-19 13:59:42.328+00
3554,gumegume,flintlock,,bunduki ambayo baruti yake hulipuliwa kwa kutumia vijiwe maalumu,,0,0,2023-02-19 13:59:42.328+00,2023-02-19 13:59:42.328+00
3555,gumegume,contemptuous term,,neno la kuonyesha dharau kwa mtu,,0,0,2023-02-19 13:59:42.328+00,2023-02-19 13:59:42.328+00
3556,gumi,large fist,,ngumi kubwa,,0,0,2023-02-19 13:59:42.328+00,2023-02-19 13:59:42.328+00
3557,gumia,growl,,toa sauti ya kuguna,"gumilia, gumika, gumisha",0,0,2023-02-19 13:59:42.328+00,2023-02-19 13:59:42.328+00
3558,gumio,growl,,sauti ya mkoromo wa chinichini aitoayo mbwa,,0,0,2023-02-19 13:59:42.328+00,2023-02-19 13:59:42.328+00
3559,gumzo,conversation,"soga, porojo",mazungumzo ya kujiburudisha tu| jambo linalotawala mazungumzo : Kuchaguliwa kwa Rais Obama limekuwa gumzo kwa wakazi wengi wa Afrika.,,0,0,2023-02-19 13:59:42.328+00,2023-02-19 13:59:42.328+00
3560,guna,groan,,"toa sauti nzito kooni| ashiria kutoridhika na kitu, shangaa au lalamikia kitu","gunia, gunika, gunisha",0,0,2023-02-19 13:59:42.328+00,2023-02-19 13:59:42.328+00
3561,gunda,large farm,msaragambo,"shamba kubwa, konde kubwa| kazi ya kujitolea",,0,0,2023-02-19 13:59:42.328+00,2023-02-19 13:59:42.328+00
